#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
25980851|2021-01-24T08:20:06.560000|37.7312|15.1743|20.0|BULLETIN-INGV||||ML|2.3|--|1 km W Giarre (CT)|earthquake
25981011|2021-01-24T08:34:13.210000|37.7377|15.1315|20.3|BULLETIN-INGV||||ML|2.2|--|1 km SW Sant'Alfio (CT)|earthquake
25981101|2021-01-24T08:45:37.150000|37.7267|15.1823|19.4|BULLETIN-INGV||||ML|2.5|--|1 km SW Giarre (CT)|earthquake
25981131|2021-01-24T08:51:38.770000|37.7397|15.1317|19.2|BULLETIN-INGV||||ML|2.0|--|1 km SW Sant'Alfio (CT)|earthquake
25981251|2021-01-24T09:18:36.710000|37.7417|15.1502|22.0|BULLETIN-INGV||||ML|2.1|--|1 km SE Sant'Alfio (CT)|earthquake
25981301|2021-01-24T09:23:08.700000|37.7313|15.1603|20.1|BULLETIN-INGV||||ML|2.1|--|2 km SE Sant'Alfio (CT)|earthquake
25981351|2021-01-24T09:26:05.240000|37.7253|15.1612|20.1|BULLETIN-INGV||||ML|2.3|--|2 km W Giarre (CT)|earthquake
25981371|2021-01-24T09:27:41.010000|37.7357|15.1288|19.0|BULLETIN-INGV||||ML|2.1|--|2 km NE Milo (CT)|earthquake
25981661|2021-01-24T09:44:45.720000|37.7157|15.1928|18.5|BULLETIN-INGV||||ML|2.4|--|2 km SE Giarre (CT)|earthquake
25981851|2021-01-24T09:53:33.660000|37.7118|15.1622|18.9|BULLETIN-INGV||||ML|2.3|--|3 km SW Giarre (CT)|earthquake
25981911|2021-01-24T10:01:44.070000|37.7253|15.1745|19.0|BULLETIN-INGV||||ML|2.3|--|1 km SW Giarre (CT)|earthquake
25982071|2021-01-24T10:17:27.430000|37.734|15.1447|19.8|BULLETIN-INGV||||ML|2.2|--|1 km S Sant'Alfio (CT)|earthquake
25982261|2021-01-24T11:10:42.100000|37.7165|15.1767|16.5|BULLETIN-INGV||||ML|2.7|--|2 km SW Giarre (CT)|earthquake
25982421|2021-01-24T11:11:24.530000|37.737|15.117|18.6|SURVEY-INGV-CT#SeismPicker_SO-OE||||ML|2.2|--|1 km N Milo (CT)|earthquake
25982281|2021-01-24T11:12:29.290000|37.7432|15.114|19.0|BULLETIN-INGV||||ML|2.1|--|2 km N Milo (CT)|earthquake
25982521|2021-01-24T11:18:42.280000|37.756|15.104|18.0|SURVEY-INGV-CT#SeismPicker_SO-OE||||ML|2.1|--|4 km N Milo (CT)|earthquake
25982441|2021-01-24T11:39:09.770000|37.726|15.1655|19.4|BULLETIN-INGV||||ML|2.2|--|2 km W Giarre (CT)|earthquake
25982481|2021-01-24T11:46:03.140000|37.715|15.1867|17.8|BULLETIN-INGV||||ML|2.2|--|2 km S Giarre (CT)|earthquake
25982671|2021-01-24T12:06:18.630000|37.7213|15.1463|19.1|BULLETIN-INGV||||ML|2.7|--|3 km E Milo (CT)|earthquake
25982691|2021-01-24T12:06:58.170000|37.7268|15.1645|18.9|BULLETIN-INGV||||ML|2.3|--|2 km W Giarre (CT)|earthquake
25982861|2021-01-24T12:15:08.290000|37.747|15.107|16.3|SURVEY-INGV-CT#SeismPicker_SO-OE||||ML|2.0|--|3 km NW Milo (CT)|earthquake
25982751|2021-01-24T12:18:55.300000|37.7283|15.1362|18.9|BULLETIN-INGV||||ML|2.2|--|2 km E Milo (CT)|earthquake
25982811|2021-01-24T12:20:10.460000|37.7213|15.1582|20.3|BULLETIN-INGV||||ML|2.5|--|3 km W Giarre (CT)|earthquake
25982941|2021-01-24T12:27:22.850000|37.7783|15.0183|24.1|BULLETIN-INGV||||ML|2.2|--|11 km NW Milo (CT)|earthquake
25983081|2021-01-24T12:56:48.410000|37.7445|15.1033|18.2|BULLETIN-INGV||||ML|2.1|--|3 km NW Milo (CT)|earthquake
25983111|2021-01-24T12:59:16.510000|37.7313|15.1288|19.9|BULLETIN-INGV||||ML|2.2|--|1 km NE Milo (CT)|earthquake
25983231|2021-01-24T13:10:30.400000|37.7293|15.127|20.0|BULLETIN-INGV||||ML|2.1|--|1 km NE Milo (CT)|earthquake
25983341|2021-01-24T13:16:25.650000|37.744|15.068|16.3|SURVEY-INGV-CT#SeismPicker_SO-OE||||ML|2.0|--|5 km W Milo (CT)|earthquake
25983291|2021-01-24T13:18:42.010000|37.7152|15.1593|19.7|BULLETIN-INGV||||ML|2.2|--|3 km SW Giarre (CT)|earthquake
25983431|2021-01-24T13:26:07.810000|37.7252|15.1763|18.7|BULLETIN-INGV||||ML|2.5|--|1 km SW Giarre (CT)|earthquake
25983401|2021-01-24T13:27:31.450000|37.7238|15.1458|17.7|BULLETIN-INGV||||ML|2.3|--|2 km S Sant'Alfio (CT)|earthquake
25983621|2021-01-24T13:39:45.850000|37.743|15.09|17.0|SURVEY-INGV-CT#SeismPicker_SO-OE||||ML|2.0|--|3 km NW Milo (CT)|earthquake
25983591|2021-01-24T13:45:09.250000|37.7272|15.1832|19.0|BULLETIN-INGV||||ML|2.6|--|Giarre (CT)|earthquake
25983651|2021-01-24T13:47:03.330000|37.7218|15.1878|16.9|BULLETIN-INGV||||ML|2.5|--|1 km S Giarre (CT)|earthquake
25983711|2021-01-24T13:52:07.540000|37.7307|15.1938|17.1|BULLETIN-INGV||||ML|2.2|--|1 km E Giarre (CT)|earthquake
25983891|2021-01-24T14:05:25.370000|37.7153|15.1505|18.0|BULLETIN-INGV||||ML|2.3|--|3 km E Milo (CT)|earthquake
25984181|2021-01-24T14:49:56.050000|37.7187|15.1748|20.1|BULLETIN-INGV||||ML|2.2|--|2 km SW Giarre (CT)|earthquake
25984261|2021-01-24T15:13:36.780000|37.7322|15.1512|19.5|BULLETIN-INGV||||ML|2.2|--|2 km SE Sant'Alfio (CT)|earthquake
25984521|2021-01-24T16:32:29.610000|37.7162|15.1828|17.2|BULLETIN-INGV||||ML|2.3|--|2 km S Giarre (CT)|earthquake
25984781|2021-01-24T18:33:19.660000|37.7308|15.1447|19.2|BULLETIN-INGV||||ML|2.4|--|2 km S Sant'Alfio (CT)|earthquake
25984861|2021-01-24T18:40:03.780000|37.7147|15.1422|19.8|BULLETIN-INGV||||ML|2.3|--|2 km E Milo (CT)|earthquake
25985131|2021-01-24T19:45:44.280000|37.729|15.186|19.8|BULLETIN-INGV||||ML|2.4|--|Giarre (CT)|earthquake
25985781|2021-01-25T02:20:19.890000|37.7185|15.1898|18.7|BULLETIN-INGV||||ML|2.2|--|1 km S Giarre (CT)|earthquake
25985821|2021-01-25T03:15:12.180000|37.7168|15.1927|18.0|BULLETIN-INGV||||ML|2.5|--|2 km SE Giarre (CT)|earthquake
25986501|2021-01-25T07:40:20.330000|37.7202|15.1402|19.1|BULLETIN-INGV||||ML|2.2|--|2 km E Milo (CT)|earthquake
25992251|2021-01-25T18:23:28.370000|37.8282|15.071|25.0|BULLETIN-INGV||||ML|2.3|--|7 km W Linguaglossa (CT)|earthquake
25993621|2021-01-26T00:29:07.310000|37.7258|15.1243|19.2|BULLETIN-INGV||||ML|2.2|--|1 km E Milo (CT)|earthquake
25993681|2021-01-26T00:39:21.670000|37.723|14.7388|20.8|BULLETIN-INGV||||ML|2.4|--|11 km NW Adrano (CT)|earthquake
25995721|2021-01-26T11:13:26.260000|37.8448|15.4937|4.4|BULLETIN-INGV||||ML|2.4|--|Stretto di Messina (Reggio di Calabria, Messina)|earthquake
26000511|2021-01-27T09:50:58.890000|37.7343|15.1793|18.4|BULLETIN-INGV||||ML|2.2|--|1 km NW Giarre (CT)|earthquake
26001721|2021-01-27T15:32:06.650000|37.7657|15.0895|8.5|BULLETIN-INGV||||ML|2.1|--|5 km NW Milo (CT)|earthquake
26003341|2021-01-28T05:28:12.530000|37.8313|15.0727|1.9|BULLETIN-INGV||||ML|2.9|--|6 km W Linguaglossa (CT)|earthquake
26007841|2021-01-28T22:41:06.960000|37.844|14.9167|29.1|BULLETIN-INGV||||ML|2.2|--|5 km E Maletto (CT)|earthquake
26011301|2021-01-29T13:11:55.990000|38.3998|15.3147|131.7|BULLETIN-INGV||||ML|2.2|--|Costa Siciliana nord-orientale (Messina)|earthquake
26014951|2021-01-30T02:16:36.370000|37.7103|15.1268|10.7|BULLETIN-INGV||||ML|2.1|--|2 km SE Milo (CT)|earthquake
26016291|2021-01-30T11:05:00.220000|37.7428|15.0407|5.4|BULLETIN-INGV||||ML|2.1|--|7 km W Milo (CT)|earthquake
26019041|2021-01-30T19:39:42.640000|37.1783|15.6332|26.3|BULLETIN-INGV||||ML|2.4|--|Costa Siracusana (Siracusa)|earthquake
26020221|2021-01-31T02:16:11.500000|37.7357|14.9913|8.0|BULLETIN-INGV||||ML|2.0|--|11 km W Zafferana Etnea (CT)|earthquake
26022081|2021-01-31T18:27:15.730000|37.754|15.0027|1.1|BULLETIN-INGV||||ML|2.0|--|11 km W Milo (CT)|earthquake
26022421|2021-01-31T20:30:31.850000|37.8643|14.2395|5.5|BULLETIN-INGV||||ML|2.7|--|7 km W Castel di Lucio (ME)|earthquake
26023991|2021-02-01T09:37:46.250000|37.6973|15.9503|27.5|BULLETIN-INGV||||ML|2.3|--|Costa Calabra sud-orientale (Reggio di Calabria)|earthquake
26027711|2021-02-02T13:10:22.250000|38.4537|12.9342|9.4|BULLETIN-INGV||||ML|2.1|--|Tirreno Meridionale (MARE)|earthquake
26029441|2021-02-03T05:23:35.750000|37.7522|15.0087|0.5|BULLETIN-INGV||||ML|2.2|--|10 km W Milo (CT)|earthquake
26029461|2021-02-03T05:24:50.480000|37.7542|15.0093|1.2|BULLETIN-INGV||||ML|2.0|--|10 km W Milo (CT)|earthquake
26030731|2021-02-03T10:59:58.660000|38.3485|15.409|120.3|BULLETIN-INGV||||ML|2.4|--|Costa Siciliana nord-orientale (Messina)|earthquake
26032851|2021-02-03T21:12:14.900000|37.2053|14.5837|25.8|BULLETIN-INGV||||ML|2.2|--|5 km W Grammichele (CT)|earthquake
26033371|2021-02-04T01:41:22.190000|38.1442|15.7655|15.8|BULLETIN-INGV||||ML|2.5|--|3 km S Sant'Alessio in Aspromonte (RC)|earthquake
26034601|2021-02-04T10:28:31.290000|37.6667|14.9495|14.2|BULLETIN-INGV||||ML|2.3|--|4 km N Ragalna (CT)|earthquake
26036211|2021-02-05T00:11:24.610000|36.5512|12.9722|20.1|BULLETIN-INGV||||ML|2.5|--|Canale di Sicilia meridionale (MARE)|earthquake
26038111|2021-02-05T14:39:11.650000|37.7492|14.997|1.5|BULLETIN-INGV||||ML|2.3|--|11 km W Milo (CT)|earthquake
26038471|2021-02-05T16:25:34.020000|37.728|15.0087|8.2|BULLETIN-INGV||||ML|2.2|--|9 km W Zafferana Etnea (CT)|earthquake
26039911|2021-02-06T03:07:32.290000|37.699|14.899|0.0|SURVEY-INGV-CT#SeismPicker_SO-OE||||ML|2.1|--|7 km NE Biancavilla (CT)|earthquake
26040181|2021-02-06T06:25:03.880000|37.7418|15.0363|7.1|BULLETIN-INGV||||ML|2.7|--|7 km W Milo (CT)|earthquake
26040231|2021-02-06T06:41:25.690000|37.7507|15.0007|0.8|BULLETIN-INGV||||ML|2.2|--|11 km W Milo (CT)|earthquake
26040481|2021-02-06T07:29:12.720000|37.0688|15.3978|23.3|BULLETIN-INGV||||ML|2.0|--|Costa Siracusana (Siracusa)|earthquake
26042811|2021-02-06T16:38:54.240000|36.5272|12.9947|19.3|BULLETIN-INGV||||ML|2.9|--|Canale di Sicilia meridionale (MARE)|earthquake
26045391|2021-02-07T08:58:12.070000|37.3747|15.663|26.2|BULLETIN-INGV||||ML|3.5|--|Mar Ionio Meridionale (MARE)|earthquake
26045451|2021-02-07T09:03:26.510000|37.7468|15.0023|1.7|BULLETIN-INGV||||ML|2.4|--|10 km W Milo (CT)|earthquake
26048171|2021-02-07T23:15:47.780000|38.3467|14.5962|4.5|BULLETIN-INGV||||ML|2.1|--|Costa Siciliana nord-orientale (Messina)|earthquake
26048591|2021-02-08T02:21:40.860000|37.6503|14.897|0.2|BULLETIN-INGV||||ML|2.4|--|3 km E Biancavilla (CT)|earthquake
26048901|2021-02-08T06:00:43.180000|37.741|15.1448|9.5|BULLETIN-INGV||||ML|2.1|--|Sant'Alfio (CT)|earthquake
26050521|2021-02-08T09:34:08.410000|36.537|12.9542|23.8|BULLETIN-INGV||||ML|3.2|--|Canale di Sicilia meridionale (MARE)|earthquake
26054971|2021-02-08T18:43:27.320000|37.2228|15.5682|25.7|BULLETIN-INGV||||ML|2.6|--|Costa Siracusana (Siracusa)|earthquake
26055011|2021-02-08T19:08:14.010000|37.7207|15.1687|17.4|BULLETIN-INGV||||ML|2.2|--|2 km SW Giarre (CT)|earthquake
26055591|2021-02-08T21:49:35.410000|37.4428|15.4608|22.7|BULLETIN-INGV||||ML|2.5|--|Costa Catanese (Catania)|earthquake
26055741|2021-02-08T22:16:09.430000|37.451|15.4352|24.0|BULLETIN-INGV||||ML|2.5|--|Costa Catanese (Catania)|earthquake
26056161|2021-02-08T23:56:39.500000|36.5207|12.9873|24.1|BULLETIN-INGV||||ML|3.1|--|Canale di Sicilia meridionale (MARE)|earthquake
26063571|2021-02-09T23:49:25.140000|38.3882|14.5968|16.3|BULLETIN-INGV||||ML|2.9|--|Costa Siciliana nord-orientale (Messina)|earthquake
26076381|2021-02-11T16:06:46.600000|37.3135|15.8263|32.8|BULLETIN-INGV||||ML|2.4|--|Mar Ionio Meridionale (MARE)|earthquake
26076521|2021-02-11T16:47:56.190000|37.8552|14.4318|36.5|BULLETIN-INGV||||ML|2.6|--|4 km W Capizzi (ME)|earthquake
26077521|2021-02-11T23:26:38.140000|37.7478|14.9998|3.7|BULLETIN-INGV||||ML|3.0|--|11 km W Milo (CT)|earthquake
26079501|2021-02-12T15:25:12.580000|37.7453|15.0002|4.1|BULLETIN-INGV||||ML|2.5|--|11 km W Milo (CT)|earthquake
26080841|2021-02-12T21:57:29.140000|37.7478|14.9983|4.3|BULLETIN-INGV||||ML|2.0|--|11 km W Milo (CT)|earthquake
26083571|2021-02-13T13:24:25.910000|37.6697|14.9632|6.7|BULLETIN-INGV||||ML|2.0|--|5 km NE Ragalna (CT)|earthquake
26083651|2021-02-13T13:39:32.190000|37.6642|14.961|5.1|BULLETIN-INGV||||ML|2.2|--|4 km NE Ragalna (CT)|earthquake
26083951|2021-02-13T14:09:34.230000|37.6538|14.958|5.4|BULLETIN-INGV||||ML|2.2|--|3 km NE Ragalna (CT)|earthquake
26084781|2021-02-13T16:13:36.640000|37.7477|14.9977|0.8|BULLETIN-INGV||||ML|2.6|--|11 km W Milo (CT)|earthquake
26086661|2021-02-13T21:46:59.500000|37.75|14.997|2.4|BULLETIN-INGV||||ML|2.0|--|11 km W Milo (CT)|earthquake
26092871|2021-02-14T18:37:02.140000|38.2753|15.2548|114.0|BULLETIN-INGV||||ML|2.6|--|Costa Siciliana nord-orientale (Messina)|earthquake
26095331|2021-02-15T08:50:01.650000|37.7498|15.0083|1.5|BULLETIN-INGV||||ML|2.1|--|10 km W Milo (CT)|earthquake
26100181|2021-02-16T10:10:26.210000|37.9233|14.2565|27.5|BULLETIN-INGV||||ML|2.8|--|6 km E San Mauro Castelverde (PA)|earthquake
26102841|2021-02-16T23:32:59.200000|38.4828|15.2978|208.2|BULLETIN-INGV||||ML|2.3|--|Tirreno Meridionale (MARE)|earthquake
26102981|2021-02-17T00:01:11.390000|37.0343|15.3042|15.4|BULLETIN-INGV||||ML|2.1|--|3 km S Siracusa (SR)|earthquake
26104301|2021-02-17T05:36:00.130000|36.9327|14.8112|20.4|BULLETIN-INGV||||ML|2.2|--|7 km E Ragusa (RG)|earthquake
26104891|2021-02-17T07:46:28.080000|36.9312|14.8037|21.3|BULLETIN-INGV||||ML|2.3|--|6 km E Ragusa (RG)|earthquake
26105121|2021-02-17T08:22:21.320000|36.9293|14.806|19.6|BULLETIN-INGV||||ML|2.3|--|7 km E Ragusa (RG)|earthquake
26106901|2021-02-17T16:47:00.070000|37.5533|15.4972|27.5|BULLETIN-INGV||||ML|2.0|--|Costa Catanese (Catania)|earthquake
26106961|2021-02-17T17:02:50.280000|37.7165|14.9855|8.4|BULLETIN-INGV||||ML|2.4|--|10 km NE Ragalna (CT)|earthquake
26107061|2021-02-17T17:10:19.280000|37.7187|14.9678|7.1|BULLETIN-INGV||||ML|2.0|--|10 km N Ragalna (CT)|earthquake
26116261|2021-02-20T00:24:01.140000|38.2957|15.1083|131.0|BULLETIN-INGV||||ML|2.1|--|Costa Siciliana nord-orientale (Messina)|earthquake
26119541|2021-02-20T20:23:40.210000|38.4382|15.4543|146.4|BULLETIN-INGV||||ML|2.5|--|Tirreno Meridionale (MARE)|earthquake
26119781|2021-02-20T21:59:10.800000|38.2173|15.0385|9.6|BULLETIN-INGV||||ML|2.1|--|Costa Siciliana nord-orientale (Messina)|earthquake
26121061|2021-02-21T10:31:19.120000|37.8287|14.9537|26.5|BULLETIN-INGV||||ML|2.0|--|6 km S Randazzo (CT)|earthquake
26124411|2021-02-22T12:20:13.340000|37.8445|15.18|22.5|BULLETIN-INGV||||ML|2.1|--|3 km E Linguaglossa (CT)|earthquake
26135671|2021-02-25T04:18:23.300000|38.4578|15.4345|157.0|BULLETIN-INGV||||ML|3.4|--|Tirreno Meridionale (MARE)|earthquake
26136271|2021-02-25T07:42:08.000000|38.3697|15.4878|129.1|BULLETIN-INGV||||ML|2.4|--|Costa Siciliana nord-orientale (Messina)|earthquake
26140581|2021-02-26T06:02:26.610000|38.0932|15.6888|9.5|BULLETIN-INGV||||ML|2.6|--|4 km E Reggio di Calabria (RC)|earthquake
26140871|2021-02-26T06:30:07.790000|37.8148|14.2315|7.1|BULLETIN-INGV||||ML|2.2|--|3 km NE Gangi (PA)|earthquake
26142441|2021-02-26T10:36:26.970000|37.8133|14.2403|5.1|BULLETIN-INGV||||ML|2.4|--|3 km E Gangi (PA)|earthquake
26150011|2021-02-27T18:54:29.610000|37.1702|15.9307|20.3|BULLETIN-INGV||||ML|3.4|--|Mar Ionio Meridionale (MARE)|earthquake
26153801|2021-02-28T13:33:01.280000|37.7292|15.0748|8.2|BULLETIN-INGV||||ML|2.2|--|4 km W Milo (CT)|earthquake
26155281|2021-02-28T19:12:33.420000|38.4203|15.4232|116.2|BULLETIN-INGV||||ML|2.2|--|Tirreno Meridionale (MARE)|earthquake
26160221|2021-03-02T00:26:59.380000|38.4113|14.5908|18.8|BULLETIN-INGV||||ML|2.5|--|Isole Eolie (Messina)|earthquake
26160801|2021-03-02T03:22:39.150000|38.1215|15.0937|7.9|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana nord-orientale (Messina)|earthquake
26165211|2021-03-02T20:49:53.500000|37.8217|15.0668|25.8|BULLETIN-INGV||||ML|2.3|--|7 km W Linguaglossa (CT)|earthquake
26167091|2021-03-03T02:10:35.700000|38.3887|15.3083|128.3|BULLETIN-INGV||||ML|2.0|--|Costa Siciliana nord-orientale (Messina)|earthquake
26167511|2021-03-03T04:04:24.570000|37.7198|15.1587|17.2|BULLETIN-INGV||||ML|2.0|--|3 km SW Giarre (CT)|earthquake
26168181|2021-03-03T06:46:09.300000|37.8305|15.0538|24.9|BULLETIN-INGV||||ML|2.0|--|8 km S Moio Alcantara (ME)|earthquake
26174111|2021-03-03T21:26:34.060000|37.8202|15.063|23.8|BULLETIN-INGV||||ML|2.3|--|8 km W Linguaglossa (CT)|earthquake
26189051|2021-03-06T02:18:25.300000|38.4433|15.4297|146.6|BULLETIN-INGV||||ML|2.6|--|Tirreno Meridionale (MARE)|earthquake
26189451|2021-03-06T04:34:57.170000|38.3697|14.6107|9.2|BULLETIN-INGV||||ML|2.1|--|Costa Siciliana nord-orientale (Messina)|earthquake
26189511|2021-03-06T04:43:41.840000|38.4303|14.5928|20.9|BULLETIN-INGV||||ML|3.0|--|Isole Eolie (Messina)|earthquake
26191501|2021-03-06T15:18:17.920000|37.9797|15.1218|7.7|BULLETIN-INGV||||ML|2.0|--|4 km S Novara di Sicilia (ME)|earthquake
26200081|2021-03-08T11:26:52.750000|38.3667|15.3885|115.9|BULLETIN-INGV||||ML|2.2|--|Costa Siciliana nord-orientale (Messina)|earthquake
26202091|2021-03-08T18:31:07.280000|37.726|14.7872|8.2|BULLETIN-INGV||||ML|2.1|--|8 km SW Bronte (CT)|earthquake
26207441|2021-03-10T04:28:53.840000|37.8833|14.7002|8.5|BULLETIN-INGV||||ML|2.1|--|4 km N San Teodoro (ME)|earthquake
26208381|2021-03-10T08:56:39.870000|37.7412|14.9545|24.0|BULLETIN-INGV||||ML|2.7|--|12 km E Bronte (CT)|earthquake
26208541|2021-03-10T09:20:38.590000|37.8823|14.7143|7.8|BULLETIN-INGV||||ML|2.6|--|4 km NE San Teodoro (ME)|earthquake
